entry	function	pc	op	expression
023ab0	FUN_023ab0	023b68	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1c,2))))
023ab0	FUN_023ab0	023b82	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x18,2))))
023ab0	FUN_023ab0	023b88	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1c,2))))
023ab0	FUN_023ab0	023b90	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1a,2))))
023ab0	FUN_023ab0	023b96	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x18,2))))
023ab0	FUN_023ab0	023b9e	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x38,2))))
023ab0	FUN_023ab0	023bb2	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1c,2))))
023ab0	FUN_023ab0	023bba	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1a,2))))
023ab0	FUN_023ab0	023bcc	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2,2))))
023ab0	FUN_023ab0	023bd4	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x4,2))))
023b52	FUN_023b52	023b5c	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x6,2))))
023b52	FUN_023b52	023b68	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1c,2))))
023b52	FUN_023b52	023b82	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x18,2))))
023b52	FUN_023b52	023b88	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1c,2))))
023b52	FUN_023b52	023b90	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1a,2))))
023b52	FUN_023b52	023b96	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x18,2))))
023b52	FUN_023b52	023b9e	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x38,2))))
023b52	FUN_023b52	023bb2	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1c,2))))
023b52	FUN_023b52	023bba	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x1a,2))))
023b52	FUN_023b52	023bcc	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2,2))))
023b52	FUN_023b52	023bd4	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x4,2))))
023bc8	FUN_023bc8	023bcc	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2,2))))
023bc8	FUN_023bc8	023bd4	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x4,2))))
023d96	FUN_023d96	023d96	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x28,2))))
023d96	FUN_023d96	023d9e	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2e,2))))
023d96	FUN_023d96	023da6	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2c,2))))
023d96	FUN_023d96	023db6	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x26,2))))
023d96	FUN_023d96	023dba	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2f,2))))
023d96	FUN_023d96	023dbe	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x2d,2))))
023d96	FUN_023d96	023dca	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0012:2:short),CONST(0x33,2))))
023ee8	FUN_023ee8	023f04	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x14,2))))
023ee8	FUN_023ee8	023f08	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x18,2))))
023ee8	FUN_023ee8	023f32	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x18,2))))
023ee8	FUN_023ee8	023f36	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x10,2))))
023ee8	FUN_023ee8	023f3c	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x14,2))))
023ee8	FUN_023ee8	023f40	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x6,2))))
023ee8	FUN_023ee8	023f4a	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x6,2))))
023ee8	FUN_023ee8	023f4e	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x8,2))))
023ee8	FUN_023ee8	023f58	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x8,2))))
023ee8	FUN_023ee8	023f5c	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x20,2))))
023ee8	FUN_023ee8	023f66	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x20,2))))
023ee8	FUN_023ee8	023f6a	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x1e,2))))
023ee8	FUN_023ee8	023f74	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x1e,2))))
023ee8	FUN_023ee8	023f7c	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0xa,2))))
023f36	FUN_023f36	023f36	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x10,2))))
023f36	FUN_023f36	023f3c	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x14,2))))
023f36	FUN_023f36	023f40	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x6,2))))
023f36	FUN_023f36	023f4a	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x6,2))))
023f36	FUN_023f36	023f4e	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x8,2))))
023f36	FUN_023f36	023f58	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x8,2))))
023f36	FUN_023f36	023f5c	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x20,2))))
023f36	FUN_023f36	023f66	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x20,2))))
023f36	FUN_023f36	023f6a	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x1e,2))))
023f36	FUN_023f36	023f74	STORE	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0x1e,2))))
023f36	FUN_023f36	023f7c	LOAD	CAST(INT_ZEXT(INT_ADD(LEAF(register:0010:2:short),CONST(0xa,2))))
024192	FUN_024192	020316	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:0010:2:ushort),CONST(0x1,2)),MULTIEQUAL(COPY(CALL(LEAF(02bcca:8:?),INDIRECT(INDIRECT(INDIRECT(INDIRECT(LEAF(00faf2:2:undefined2),CONST(0x11,4)),CONST(0x571,4)),CONST(0x5ab,4)),CONST(0x600,4)),CALL(LEAF(02bcca:8:?),INDIRECT(INDIRECT(INDIRECT(LEAF(00faf0:2:undefined2),CONST(0x11,4)),CONST(0x571,4)),CONST(0x5ab,4)),INDIRECT(INDIRECT(INDIRECT(LEAF(00faee:2:undefined2),CONST(0x11,4)),CONST(0x571,4)),CONST(0x5ab,4))))),COPY(INDIRECT(LEAF(00faf6:2:ushort),CONST(0x11,4)))))))
024192	FUN_024192	0203ac	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)))))
024192	FUN_024192	0203b2	LOAD	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)))))
024192	FUN_024192	024192	STORE	CAST(INT_ZEXT(LEAF(register:0006:2:ushort)))
024198	FUN_024198	020316	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:0010:2:ushort),CONST(0x1,2)),MULTIEQUAL(COPY(CALL(LEAF(02bcca:8:?),INDIRECT(INDIRECT(INDIRECT(LEAF(00faf2:2:undefined2),CONST(0x52f,4)),CONST(0x569,4)),CONST(0x5be,4)),CALL(LEAF(02bcca:8:?),INDIRECT(INDIRECT(LEAF(00faf0:2:undefined2),CONST(0x52f,4)),CONST(0x569,4)),INDIRECT(INDIRECT(LEAF(00faee:2:undefined2),CONST(0x52f,4)),CONST(0x569,4))))),COPY(LEAF(00faf6:2:ushort))))))
024198	FUN_024198	0203ac	STORE	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)))))
024198	FUN_024198	0203b2	LOAD	CAST(INT_ZEXT(MULTIEQUAL(MULTIEQUAL(MULTIEQUAL(LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),LEAF(register:000e:2:ushort),LEAF(register:000e:2:ushort)),INT_ADD(LEAF(register:000e:2:ushort),CONST(0x1,2)))))
0241b0	FUN_0241b0	020316	LOAD	CAST(INT_ZEXT(MULTIEQUAL(INT_ADD(LEAF(register:0010:2:ushort),CONST(0x1,2)),CALL(LEAF(02bcca:8:?),INDIRECT(INDIRECT(INDIRECT(LEAF(00faf2:2:undefined2),CONST(0x20,4)),CONST(0x5a,4)),CONST(0xaf,4)),CALL(LEAF(02bcca:8:?),INDIRECT(INDIRECT(LEAF(00faf0:2:undefined2),CONST(0x20,4)),CONST(0x5a,4)),INDIRECT(INDIRECT(LEAF(00faee:2:undefined2),CONST(0x20,4)),CONST(0x5a,4)))))))
0248e6	FUN_0248e6	024902	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(LEAF(00fac2:1:byte)))))
0248e6	FUN_0248e6	024930	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_AND(INT_ADD(INDIRECT(LEAF(00fac2:1:byte),CONST(0x1134,4)),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),LEAF(00fac2:1:byte),LEAF(00fac2:1:byte))))))
0248e6	FUN_0248e6	02495e	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(MULTIEQUAL(INT_AND(INT_ADD(INDIRECT(LEAF(00fac2:1:byte),CONST(0x1134,4)),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),LEAF(00fac2:1:byte),LEAF(00fac2:1:byte)),CONST(0x7c,4)),CONST(0x1,1)),CONST(0x1f,1))))))
0248e6	FUN_0248e6	02498e	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(MULTIEQUAL(INT_AND(INT_ADD(INDIRECT(LEAF(00fac2:1:byte),CONST(0x1134,4)),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),LEAF(00fac2:1:byte),LEAF(00fac2:1:byte)),CONST(0x7c,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x179,4)),CONST(0x1,1)),CONST(0x1f,1))))))
0248e6	FUN_0248e6	0249be	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(MULTIEQUAL(INT_AND(INT_ADD(LEAF(00fac2:1:byte),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),LEAF(00fac2:1:byte),LEAF(00fac2:1:byte)),CONST(0x7c,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x179,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x276,4)),CONST(0x1,1)),CONST(0x1f,1))))))
0248e6	FUN_0248e6	0249f2	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(LEAF(00fac2:1:byte),CONST(0x7c,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x179,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x276,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x373,4)),CONST(0x1,1)),CONST(0x1f,1))))))
0248e6	FUN_0248e6	024a20	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(MULTIEQUAL(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(LEAF(00fac2:1:byte),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x276,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x373,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0xd2c,4)),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),LEAF(unique:00023b00:1:byte))))))
0248e6	FUN_0248e6	024a50	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(MULTIEQUAL(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(LEAF(00fac2:1:byte),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x373,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0xd2c,4)),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),LEAF(unique:00023b00:1:byte)),CONST(0x479,4)),CONST(0x1,1)),CONST(0x1f,1))))))
0248e6	FUN_0248e6	024a7e	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(MULTIEQUAL(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(LEAF(00fac2:1:byte),CONST(0x1,1)),CONST(0x1f,1)),CONST(0xd2c,4)),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),LEAF(unique:00023b00:1:byte)),CONST(0x479,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x576,4)),CONST(0x1,1)),CONST(0x1f,1))))))
0248e6	FUN_0248e6	024aac	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(MULTIEQUAL(INT_AND(INT_ADD(LEAF(00fac2:1:byte),CONST(0x1,1)),CONST(0x1f,1)),LEAF(unique:00023b00:1:byte),INT_AND(INT_ADD(LEAF(00fac2:1:byte),CONST(0x1,1)),CONST(0x1f,1))),CONST(0x479,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x576,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x673,4)),CONST(0x1,1)),CONST(0x1f,1))))))
0248e6	FUN_0248e6	024ada	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(LEAF(00fac2:1:byte),CONST(0x479,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x576,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x673,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x770,4)),CONST(0x1,1)),CONST(0x1f,1))))))
024b14	FUN_024b14	024b14	LOAD	SEGMENTOP(CONST(0x11999a5c210,8),CONST(0x2,2),CAST(INT_AND(LEAF(register:0008:2:ushort),CONST(0x3fff,2))))
024b2e	FUN_024b2e	024b50	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe885,3)),CONST(0x0,4)),INT_ZEXT(LEAF(00fac4:1:byte)))))
024bb4	FUN_024bb4	02093c	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xef77,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bb4	FUN_024bb4	020940	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bb4	FUN_024bb4	020944	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xef77,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bb4	FUN_024bb4	020948	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec5a,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bb4	FUN_024bb4	02094c	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bb4	FUN_024bb4	02097a	LOAD	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xef81,3)),CONST(0x0,4)),INT_MULT(MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))),CONST(0xa,2))),INT_ZEXT(MULTIEQUAL(COPY(CONST(0x0,1)),INT_ADD(LEAF(register:000c:1:byte),CONST(0x1,1)))))))
024bb4	FUN_024bb4	02097a	STORE	CAST(INT_ZEXT(INT_ADD(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xea1a,3)),CONST(0x0,4)),INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2)))))))),CONST(0xa,2))),INT_ZEXT(MULTIEQUAL(COPY(CONST(0x0,1)),INT_ADD(LEAF(register:000c:1:byte),CONST(0x1,1)))))))
024bb4	FUN_024bb4	020984	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xea1a,3)),CONST(0x0,4)),INT_MULT(INT_ZEXT(LOAD(CONST(0x1f1,4),CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2)))))))),CONST(0xa,2)))))
024bb4	FUN_024bb4	02098e	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bb4	FUN_024bb4	0249f2	STORE	CAST(INT_ZEXT(CAST(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(INDIRECT(LEAF(00efea:2:short),CONST(0x4c,4)),CONST(0x1ad2,4)),LEAF(00efea:2:short)),CONST(0x20b,4)),INDIRECT(LEAF(00efea:2:short),CONST(0x17ae,4)),INDIRECT(LEAF(00efea:2:short),CONST(0x193b,4)),INDIRECT(LEAF(00efea:2:short),CONST(0x1ac8,4))),CONST(0x247,4))))))
024bb4	FUN_024bb4	024a20	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(INDIRECT(LEAF(00fac2:1:byte),CONST(0x4c,4)),CONST(0x1ad2,4)),LEAF(00fac2:1:byte)),CONST(0x20b,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x17ae,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x193b,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x1ac8,4))),CONST(0x247,4)),CONST(0x29c,4)),CONST(0x1,1)),CONST(0x1f,1))))))
024bb4	FUN_024bb4	024a50	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INDIRECT(MULTIEQUAL(INDIRECT(MULTIEQUAL(INDIRECT(INDIRECT(LEAF(00fac2:1:byte),CONST(0x4c,4)),CONST(0x1ad2,4)),LEAF(00fac2:1:byte)),CONST(0x20b,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x17ae,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x193b,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x1ac8,4))),CONST(0x247,4)),CONST(0x29c,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x399,4)),CONST(0x1,1)),CONST(0x1f,1))))))
024bb4	FUN_024bb4	024a7e	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INDIRECT(MULTIEQUAL(INDIRECT(LEAF(00fac2:1:byte),CONST(0x20b,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x17ae,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x193b,4)),INDIRECT(LEAF(00fac2:1:byte),CONST(0x1ac8,4))),CONST(0x247,4)),CONST(0x29c,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x399,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x496,4)),CONST(0x1,1)),CONST(0x1f,1))))))
024bb4	FUN_024bb4	024aac	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(LEAF(00fac2:1:byte),CONST(0x29c,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x399,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x496,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x593,4)),CONST(0x1,1)),CONST(0x1f,1))))))
024bb4	FUN_024bb4	024ada	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe865,3)),CONST(0x0,4)),INT_ZEXT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(INT_AND(INT_ADD(INDIRECT(LEAF(unique:00023b00:1:byte),CONST(0x399,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x496,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x593,4)),CONST(0x1,1)),CONST(0x1f,1)),CONST(0x690,4)),CONST(0x1,1)),CONST(0x1f,1))))))
024bb4	FUN_024bb4	024bbc	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xe885,3)),CONST(0x0,4)),INT_ZEXT(LEAF(00fac4:1:byte)))))
024bea	FUN_024bea	02093c	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xef77,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bea	FUN_024bea	020940	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec26,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bea	FUN_024bea	020944	LOAD	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xef77,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
024bea	FUN_024bea	020948	STORE	CAST(INT_ZEXT(INT_ADD(SUBPIECE(PTRSUB(CONST(0x0,3),CONST(0xec5a,3)),CONST(0x0,4)),MULTIEQUAL(COPY(CONST(0x0,2)),INT_ADD(LEAF(register:0012:2:ushort),CONST(0x1,2))))))
